Alias,CDM_page_id,CDM_field,Value
iwai,4416,hidden,"224 Arch Phila Sept 13th ""67
Brother Nathan:
Your welcome letter has been received was sorry to hear you were so unfortunate as to be thrown from your horse. [illegible] I am like ""brother Isaac"" thankful it was no worse."" Nathan we did have a very pleasant time travelling We taken ticket to Montana but had out luggage checked to Chicago at Montana we procured through tickets to Phila $37.75 per ticket The cars were crowded so many persons returning from"
iwai,4418,hidden,"their western tour. Only changed card at Chicago and [Pattsburg?] At Chicago we taken dinner at Moringona Supper - BySherray you can Billy I paid that old irish lady at Moringona her two cents change We taken a walk in the afternoon and passed that way and paid the old lady - and received an [illegible] Station to call whenever we came back to that city. Nathan, I heard the first lecture of the course yesterday - also the cele-brated Spencer Wells of London the great English Obstetrician and [Ovariatanist?]. Will commence to dissect tomorrow would have done so on Thursday last but did not get the subject as promised"
iwai,4420,hidden,"The weather the last few days has been delightful. At first it was very wet and disagreeable. Aunt Ellen has been to see Lydia [Sienners?]. Reuben is not able to do any work - perhaps never will. Ellen says Sam Mowver still intends paying father a visit next spring. I have not heard anything about the other relatives and friends Nathan, I became a member of the ""Young Men's Christian Association"" of this city. the hall is a pleasant resort for recreation. hav over three thousand volumes in library, all the leading papers, 8e 8e besides every Friday evening some scientific lecture. Give my love to and write soon to your Brother Milton
To his Brother Nathan"
pioneers,137,fula,"March, Monday 1. 1880.
Went with Belle to Dr McClure's then shopping Handk'fs 1.70 Socks for Frank .30 Belle [Mirspials?] Paint. .50
Tuesday 2.
Morning went with Mrs. Howard to see Mrs. Griffith about poor children. also went to see Supervisors - P. M. Some house work.
Wednesday 3. 
May and I went to Mrs Green's to Club"
cookbooks,13726,fula,"Tooth and Gum - 
Receipt the Hooping cough
2 or 3 drops of oil of amber, or moist Brown Sugar may be given on the first appearance of the disorder to a child of 3 years old and afterward encreased to 2 or three drops repeated two or three times a day grown persons may of course take it in larger porportions one drop is sufficient for a child of a year old"
cookbooks,13727,fula,"Recept for the Rheumatism - 
Take of garlick two cloves, of gum commoniac one drachm, blend them by bruising together make them into two or three bolnses with fair water, and swallow them one at night and one in the morning drink while taking this recipt sassafrax tea, made very strong, so as to have the tea-pot filled with chips this generally found to banish the rheumatism and even contractions in the joints in a few times taking"
iwai,5056,hidden,"Ogden Sept. 1 - 94
Rec'd of treasurer of Missionary Society (Mrs. G. Miller) the sum of ten Dollars ($10) J. T. Bentley
Also $15 to apply in Benevolences, Aug. 19. J. Bentley
Treasurer of W.T.M.S.
Mrs. E.K. Stanley
1102 High St
Des Moines
No. Perry Ia Dec 6 1893
Received of Mr. Miller T Maddox
Six Dollars In full [lawp?]
$6 J.L. Morgan"
pioneers,1036,fula,"George enters the High School this fall. Charles has been examined but is not qualified to enter, but as he is sixteen he can not attend the other school any longer. Sam [Barns] cannot hear me [illegible] but advised me to go to Mrs. [Keley]. I think he is rather changeable minded sometimes. Richard [Philobrick] has been seen [illegible] [illegible] the [illegible] to go to Concord to work and the general opinion is that he has gone for good. he told Nancy when he left if she would write the next Saturday he would answer it on Tuesday, but the answer does not come yet. Mrs. Philbrick has taken council and found she can [illegible]of the [illegible] property which she will [illegible] [illegible] [illegible]. When he was at home the last tim, she told him she would [illegible] [illegible] all that was [illegible] if he would stay at home, but he would not do it."
pioneers,1557,fula,"Brave Boys
Heavily falls the rain
Loud are the breezes to [night?]
And neath the roof the hours as they fly
Are happy and calm and bright
Gathering round the fire side
Though it be summer time
We sit and talk of brothers abroad
Forgetting the mid night chime
[Choreus?] Brave Boys are they
gone at our countrys call forget"
pioneers,2458,fula,"4th of March 1862 Kind sons [Wattson?] and Vincent I cend you these few lines buy Henry and [chimelia?] Child. and do still intend to have the place in per me lea, if it turns so. and should like to like to have A leter from you it might be directed per me [list?] 4 corners. and think often about you of [illegible] I should like to sea and do expect to have the good of what I soe. and could write more at some oth time.hoping it is for the best for both sons and Daughter - with love your Father"
iwai,5331,hidden,"July meeting was held at the home of Mrs. G.W. Richards
About 15 were present
mrs H. O Shaw sec
Minutes of August meeting
Tuesday Aug 19 the WCTU met in the Congregational Church Parlor for its regular monthly meeting
the meeting was called to order by the President Mrs. Robert Lincoln after which the devotionals were read by Mrs Hamilton. The scripture lesson was taken from the 4 chap of Nehemiah concerning the building of the walls of the temple in which the ""[thought?]"" was brought out that each one of us has a work to do.
The devotional hour was closed with prayer by Mrs JS Stoaks
Mrs Hess and mrs Gorman
Mrs Robert Lincoln
It was then voted that Mrs H H Flener fill the secretarys chair in the absence of Mrs H. O Shaw. The minutes of the last meeting were read and approved
the report of the elective commity was then given and the names of officers for the following year were given as followes
President Mrs Robert Lincoln
Vice President Mrs Gorman
Secretary Mrs mcKee
The annual reports of the departments directors were then given all of wich were very satisfactory
Bills were allowed since the last meeting to the amount of $1.99
Miss Rachel Richards favored the gathering with a special vocal solo
Communication frome Mrs M.A. Allison were then read
Mrs Jesse Lord was made a life member
Interesting meeting of W.C.T.U. Held at Mrs. G.W. Richards'.
The W.C.T.U. met at the home of Mrs. G.W. Richards tuesday, July 15. Mrs. Elizabeth Lord had the devotional, reading the W.C.T.U. Psalm, the One Hundred and Forty-Sixth. The business session followed. A nominating committee was appointed, Mrs. E.M. Kearney, Mrs. Richards and Mrs. William Hamilton. Miss Jennie Bailey gave a report of the County Convention, giving some of the amusing side lights of the meeting. One of the interesting features of the July meeting is the pinning on of the white ribbon bow on the new members which was done by Mrs. Mary Hess. The program was put on by the members from Westfield and proved to be a very delightful and entertaining one. Two fine musical selections wer egiven, Alyce Pearce with violin, and Beulah Brown with flute, accompanied by Miss Lelah Brown at the piano. 
Elizabeth Lord gave a reading, ""Saved by a Boy"" which showed the influence of a six year old boy on a man's life. Alyce Pearce gave a humorous reading, ""A Trip to the Dentist."" The play ""Sewing for the Heathen"" was well carried out in a natural and very pleasing way. the characters were well represented, and provided an hour of much enjoyment to the appreciative audience. the need of sewing for the Heathen at home, as well as in Africa was shown.
This July meeting is in the nature of a vacation from our regular work, and adds a touch of humor, which is a stimulus to more active work. Thanks are due our Westfield members, and we hope they will come again. A social hour followed and fine lunch served, the cool spacious porch provided a comfortable place. Miss Elizabeth Burnside of Oskaloosa was an out of town guest. Play - ""sewing for the Heathen"" Cast of characters: Mrs. Chesty, President of the society - Ellen howell; Grandma Gibbs, who is hard of hearing - Mrs. A.W. Howell; Mrs. Day - Blanche Howell; Mrs. Meeker - Mrs. Harry Brown; Mrs. Strong - Kathering Krumm; Miss R.B. Powers - Hazel Lincoln; Luella Huggins - Mrs. Jesse Lord; Mrs. Judd, hostess - Nellie Lincoln; Meely, the hired girl - Alyce Pearce."
iwai,5332,hidden,"of the WCTU. It being time for the payment of dues many wer ecollected by the treasurer 
the meeting was ajourned with the WCTU benediction
Signed
Mrs H. H ""[Filerner?]""
sec Pro tem
The W.C.T.U. met with Mrs. G.B. McGuin Tuesday of September the fifteenth
Mrs John Lincoln led the devotionals. Her subject was the blessing of daily work and the help it brings to spiritual and physical ills.
The subject for discussion was Scientific temperance.
The delegates to the State Convention at Marshall town were elected.
Delegates
Mrs. J.S. Stoaks
Miss Jennie Bailey
Mrs. G.B. [McGrina?]
Mrs. Lena German
Mrs. James McKee
Mrs. E.M. Kearney
Miss Della Angel
Alternates
Mrs. emma Bailey
Mrs. H.H. Fleener
Miss Ellen Howall
Mrs Mary Spain
Mrs G.D. Alden
Mrs. G.O. Watland
A bill for flowers was allowed. Reports of officers of the different departments were accepted. The following persons were elected to canvass for new members.
Mrs. H.H. Fleener - First Ward
Mrs. G.O. Watland - Second ""
Miss Brownell - Third ""
Mrs J.S. Stoaks - Fourth ""
Mrs. Stanley and daughter sanf for us ""I need a little sunshine."" Meeting was dismissed with the usual benediction.
Mrs. H. O. Shaw
Acting Secty."
iwai,6603,hidden,"Marion, Iowa
Jan 17 1921
The Cary Club met with Mrs Alexander at the usual hour. The President being away Mrs Blinks was asked to take charge of the meeting. Mrs Blinks called meeting to order, eleven members responded to roll call and one visitor Mrs Van Nuys. Minutes of last meeting approved as read.
Sketch of Thomas Morris Life, Reading from his Poems - Mrs Blinks.
Irish Wit and Humor - Mrs Griffiths
Current events were given and club adjourned to meet in two weeks with Mrs Mentzer.
The hostess served dainty refreshments.
Carrie Reichert
Secty"
iwai,6604,hidden,"Marion, Iowa
Jan 31, 1921
The Cary Club met with Mrs Mentzer at the usual hour. Mrs Shumack was appointed chairman and called meeting to order. Four responded to roll call, giving Killarney quotations.
Mrs Shumack
Mrs Griffiths
Mrs Mentzer
Mrs Rerichert
Minutes of last meeting approved as read.
No members being present on programme the meeting was turned into a kensington. The hostess served lovely refreshments. Current events were given and club adjourned to meet in two weeks.
Carrie Reichert
Secty"
iwai,6605,hidden,"Marion, Iowa
Feb 14th, 1921
The Cary Club met with Mrs Lock at the usual hour. The Vice President Mrs Itinter called meeting to order, thirteen responded to roll call, with Valentine quotations. Minutes of last meeting read and approved. The following programe was given.
The Sunnyness of Irish life - Mrs Itaffler
The [illegible] Gander - Mrs Alexander
The Cause of Ireland - Mrs Blinks
The hostess served dainty refreshments.
Current events were given and club adjourned to meet in two weeks with Mrs Ives.
Addie Shumack
Secty Pro Tem"
iwai,6606,hidden,"Marion, Iowa
Feb 28, 1921
The Cary Club met with Mrs Ives at the usual hours. Mrs Shumack called meeting to order, seven responded to roll call. Minutes of last meeting read and approved.
A Jaunt through Southern Ireland - Mrs Shumack
Irelands Beauty and Sadness - Mrs Phelps
Current events were given and club adjourned to meet in two weeks.
Addie Shumack
Secty Pro Tem"
iwai,6607,hidden,"The hostess served dainty refreshments.
Carrie Reichert
Secy
Marion, Iowa
March, 28, 1921
The Cary Club met with Mrs Davis at the usual hour. Mrs Itinter the Vice President called meeting to order. Fourteen responded to roll call with Irish jokes. Minutes of last meeting approved as read. A very interesting letter was read by mrs Shumack, from our President Mrs Pyles who is in California.
Mrs Itilson gave her work - Seeing Europe with Famous Authors - Blarny Castle, - and Mucross Abbey.
Mrs Cross - Stoddards Lectures
Mrs Shumack gave Mrs Pyle's work - From Dublin to Lakes of Killarney.
Current events were given and club adjourned to met in two weeks with Mrs Elson.
Carrie Reichert
Secy"
iwai,6608,hidden,"Marion, Iowa, April 11, 1921
No meeting, Pyle Baby funeral
Marion, Iowa, April 25, 1921
The Cary Club met with Mrs Itaffle at the usual hour. The President Mrs Pyle called meeting to order. Fourteen responded to roll call with quotations of Spring.  Minutes of last meting approved as read. Mrs Pyle gave a report of the Federation meeting.
Dress of Ancient Irish - Mr Gladstone on the Great Home Rule Debate - Mrs Itinter
The Giants Causeway - Mrs McKean Dublin - Mrs Locke
Current events were given and club adjourned to meet in two weeks at the home of Mrs Itinter.
Carrie Reichert
Secy"
iwai,6609,hidden,"Marion, Iowa May 9, 1921
The Cary Club met with Mrs itinter at the usual hour. The President Mrs Pyle called meeting to order. Fourteen responded to roll call with miscellaneous quotations. Minutes of last meeting read and accepted. it was decided that the club help the Federation in serving meals at the Fair.
Election of officers was next in order; which resulted as follows:-
Mrs Itilson President
Mrs McKean Vice President
Mrs Brown Secretary
Mrs Griffiths Treasurer
The following programme was given:-
America and the Irish Question - Mrs Mentzer
John Boyle O'Reilly and his famous address, The Common Citizen Soldier! - Mrs Blinks
Current events were given and club adjourned to meet in two weeks, at the home of Mrs Shumack.
Carrie Reichert
Secy"
iwai,6610,hidden,"Marion, Iowa. May, 23, 1921
The Cary Club met at the home of Mrs Addie Shumack at the usual hour. The President called meeting to order. Fourteen responded to roll call with quotations of Memorial Day. Minutes of last meeting approved and read. The Federation report was given by Mrs Pyle. It was voted to have the club tea Tuesday May, 31, 1921 at 3pm at the home of Mrs Blinks and to have a mother and daughter tea. Mrs Locke, Griffiths and McKean were appointed as the committee in charge.
The following program was given:- The Irish in the Star 61, Ireland Republic or Dominion - Mrs Ives. Ireland of Visible & Invisible - Mrs Broun. Current events were given and club adjourned to meet in one week for club tea.
Carrie Reichert
Secy
Newspaper cutting:
Daughters are Guests
The Cary club held its annual tea Tuesday afternoon at the home of Mrs A E Blinks, in East Eighth avenue. Each of the twenty members took as her guest her daughter. The afternoon was spent socially and a two course tea was served at 6.30pm."
iwai,6611,hidden,"Annual Report
Number of meetings held 17
Average attendance 11
Vicitors 6
Largest number at any one meeting 17
Smallest number at any one meeting 4
Mrs Shumack attended all the meetings
Mrs Mentzer missed 2
Mrs McKean missed 3
Mrs Carrie Reichert missed 3"
iwai,6616,hidden,"Marion, Ia. Oct 3rd 1921
The Cary Club held its first meeting of the year at the home of Mrs Pyle.
Meeting was called to order by the Pres Mrs Pyle.
Roll call was answered by quotations. Seventeen members and one visitor present.
Sec'y read the minutes of May 23rd. Also report of Annual Team.
Minutes were approved.
Treasurer gave her report. $2.95 was the amount on hand.
It was moved and said $500 dollars be paid to Mrs Ives to pay for printing of programs.
Report approved. Motion carried.
Mrs Cross sent a letter of Greeting and regrets she was unable to be present and wishes for a prosperous year, also kindness.
Mrs Shumack was the only member that attended every meeting for the year.
Vacation Echoes followed Mrs Dobson a former member of Club gave a very intereting account of her visit to Rosebud Indian Agency and of a festival given by Sioux Indians while there. Others told of Aunts trips and stay at homes, how they had spent their vacations all very interesting."
iwai,6617,hidden,"(continued from pag 15
The retiring Pres. Mrs Pyle handed the gavel to the new Pres' Mrs Wilson and thanked club for these and their support and loyalty.
Mrs Wilson in a few remarks hoped the same good will and harmony would continue.
The summary of current event
from June-Oct
then given by Mrs Wilson.
Delegate of Fed of W Clubs. The meeting of the fifth district of Fed of WC to be held at C Rope
Oct 11-12
Current events followed.
No further business Club Ady to meet with Mrs Mentzer.
oct 17
Susie Brown Secy"
iwai,6618,hidden,"Marion Ia Oct 31 1921
The Cary Club met at the home of Mrs A L Blinks.
Club was called to order by Pres Mrs Wilson.
Quotations were given in answer to roll call.  Fourteen members were present.
Sec'y read the minutes of Oct 17th they were approved as read. Mrs Pyle thanked the Club for flowers sent to her during her stay at hospital.
Programme followed ""Old Military Road"" Mrs Pyle. Mrs Shumac gave Mrs Crosse's work ""Along the Military Road""
Comments by Club followed.
Current were then given Club.
Club adjd to meet with Wilson Nov 14th it ""being Guest day"".
Susie Brown Sec'y"
iwai,5330,hidden,"May meeting was held at the home of Mrs. Wiliam Hamilton 811 East Street
Mrs Blagg lead the devotionals reading the 84 psalm reminding us of the comforts and blessings of the prvilage we have that we can worshiop in the assembly and the [murcie?] of our heavenly Father
Doris and ""[Jean?]"" Lincoln said sweet hour of prair 
Mrs hess and Mrs Wattand report their visiting the public schools and reported temperence was taught in each room splendidly and cleaverly
Mrs. ""[Wilmba]"" ""[Raborn?]"" gave a good talk stressing we should use our privilage of voting as women voters
Mrs Hamilton and Mrs Blagg surved tea
Mrs E M Kerney presented Mrs Robert Lincoln a beutifull W.C.T.U. pin; our dear president 
we were dismissed with our benedition 
Mrs. H. O. Shaw
June meeting was held at the home of Mrs Alice Wheeler
Miss Ruth Mc Ruth told us of her experience in teaching among the people in the Kentucky Hills and how they were sucsfull in reaching the very poor people by loving and doing for them just as they would our children and going to their home and holding religious survises when they would not come to the public worship
Mrs. G.W. Richards was leader the subject was Carnivals and stressed that our plasure pastime was sure to affect our lives using the ilistration that when we drop a pebal in watter the waves travel from it to the banks.
Moved that we send a post card shower to Mrs. George Mitchell
Mrs Gorman reported her visits at school 
delegates were elected for county convention
Mrs Nelson Miss Jenny Bailey Mrs Gorman
comity for picnic elected
Mrs ""[H H?]"" ""[Fleuner?]"" Mrs H. O Shaw
dismised with benedition
Mrs H. O Shaw sec"
iwai,5329,hidden,"An esctract was read frome Mrs. Ida B Wise Smith letter in the ""[champion?]"" in regard to propaganda
Acknolegement of flowers and messages frome W W Bolt and the ""[Hemley?]"" family were received
A letter was read asking that public opinion express itself against the great navy expence it was moved that a telegram be sent to London ""[illegible]"" this affect ""[Community?]"" report a market day to be held April 5th at central market
Mrs Gorman 1st ward
Mrs ""[Waltand?]"" 2nd ward
mrs Hess Mrs Stoaks Mrs mcGuin 3rd ward
Mrs. [Lirivey?] 4th ward
The meeting closed with the benediction
April meeting was held at the home of Mrs. HH ""[Lener?]""
Mrs A J Stoaks was leader the subject was dancing and the evil influence and disctruction of the home life and families distroyed
Market day brough $60.00 
$16.00 dollars was given to the hospital a comity was apointed to visit the Colege Library
Mrs E M Kerney
Mrs Conard
Comity to visit schools
Mrs. Squire Mrs ""[Watland?]"" Cooper
Mrs T S Masson
Miss Jenny Barley (Parker
Mrs Watters
Mrs Hamilton (center
Mrs Gorman
Mrs John Lincoln (Davis
A bill was allowed
dismissed with Benediction
Mrs H.O Shaw sec
W.C.T.U. Meeting
Tuesday Afternoon
The W.C.T.U met Tuesday afternoon, April 15, 1930. The president, Mrs. Robert Lincoln presided. Mrs. William Hamilton lead the devotionals. Little Louise Cook sang two solos in a chamingly innocent manner. Anna May Schooley and Cecelia Simcox sang two greatly appreciated duets. Dancing was the subject of the meeting. Mrs. J.S. Stoaks had charge of the program. The round dance wa sset in the brothels of Greece. the painted cheeks and present styl of scanty dress originated in the brothels of Paris. Shall we follow the customs that originated in the brothels? Dancing is mentioned 36 times in the Bible, but it was never men and women dancing together. The church and the home should be the centers of high ideals and good influences. Does dancing develope the good and best things in the dancers? Would not time be spent better on other things than dancing? Dancing which begins in the home and slect club often ends in public dance. It is a harmful amusement which becomes a dissipation."
iwai,5328,hidden,"1930
February meeting was held at the home of Mrs Andrew McDonough. Mr. and Mrs. ""[J?]"" S mason gave a profitable and interesting talk on cigarettes. Told of seeing a sparrow pick a cigarette that hod ben thrown away and fly away with it showing how easily a building might be set on fire and then what an extravagant habit it is as well as injurious
Mrs. G.W. Richards read frome the scriptures of holy clenliness of the spirit and we sang together that beautiful song of truth He hideth my sole in the cleft of the rock and covereth me there with his hand
$6.00 was allowed Francis Willard and Lillian Steveson.
State legislative. $2.75 was allowed for programs
Miss Jenny Baily was apointed to make arangements for the window for our annal market day bake sail
bill was allowed for flowers
a colection of pennies from all members of the state was taken to be presented Mrs. Ida B. ""[Wise?]"" Smith as a token of love as she jurnied abord in ""[forren?]"" land
Mrs Alden and Mrs. G.W. Richards was apointed to inquire why the law was not observed better in regard to smoking on the school gronds. We ajorned with repeating our benedition
Mrs. H.A. Shaw sec
Minutes of the march meeting
The devotional by Mrs. J.S. Sloaks the lesson taken from ""[Nehemiah?]"", building the wall, comparing the wall to that of the WCTU
prais by Miss Bailey and Mrs Hess
a duet fallowed by Mrs Hutchinson and Mrs Stanley
Rev JJ Frederick talked on the Amendment and propaganda showing the difference betwen education and propaganda education helps to ""[bring?]"" the Amendment propaganda seaks to brake it down
some of the things used in this way were paper headlines enforcement in the hands of friends of liquer Foremen who manufacture it in their ""[own?]"" homes our ""[own?]"" inactiveness and the coming generation who have not seen a ""[baloone?]"""
iwai,5321,hidden,"Our Dec. 1928 meeting was held at Mrs. CS George
Mrs and M Kerney lead the devotionals, reading us the facts of the comming and birth of Christ
reports of the Instute were given, prizes for County schools for essies were allowed
[$5.00?] dollars were given the Good Fellows
A bill of $1.25 for bill of expence for barrel of fruit was allowed
Mrs CE Humphrey sang; he walks with me in sacred song
Mrs ""[Coe?]"" gave Christmass selection
Mrs G D Alden gave well prepared paper on temperance as a success. today we ""[ajorned?]"" with our prair
Comitty for program
Mrs Jennie Bailey
Mrs T S Masson
Mrs ""[Mcllrath?]""
Mrs EE Harris talked on the dope habit
blotters were provided for the comming year for the schools.
Officers
President  Mrs. Robert Lincoln
First vice President  Mrs. G.D. ""[A?]""
Second Vice President mrs. William Ham...
Third Vice President Mrs. J.E. Alexa
Fourth Vice President Mrs. Grover Si
Fifth vice President Mrs. John E
Sixth Vice President Mrs. J.S. St
Secretary Mrs. herbert O. S
Treasurer Mrs. John C. Lin"
iwai,5320,hidden,"Our Dec. 1928 meeting was held at Mrs. CS George
Mrs and M Kerney lead the devotionals, reading us the facts of the comming and birth of Christ
reports of the Instute were given, prizes for County schools for essies were allowed
[$5.00?] dollars were given the Good Fellows
A bill of $1.25 for bill of expence for barrel of fruit was allowed
Mrs CE Humphrey sang; he walks with me in sacred song
Mrs ""[Coe?]"" gave Christmass selection
Mrs G D Alden gave well prepared paper on temperance as a success. today we ""[ajorned?]"" with our prair
Comitty for program
Mrs Jennie Bailey
Mrs T S Masson
Mrs ""[Mcllrath?]""
Mrs EE Harris talked on the dope habit
blotters were provided for the comming year for the schools.
Program
January 21
Celebration of Victory Day and the Outlook for the Future.
Leader: Mrs. John C. Lincoln
Hostess: Mrs. Robert Lincoln.
February 18.
Cigarettes.
Leaders: Mrs. and Mr. T.S. Mason
Hostess: Mrs. Andrew McDonough.
March 18.
18th Amendment and Propaganda
Leader Rev J.I. Fredrick.
Presbyterian Church.
April 15.
Dancing.
Leader: Mrs. J.S. Stoaks.
Open Discussion
Hostess: Mrs. A.J. Blakely.
May 20.
Importance of Primary Elections.
Leader: miss Wilma Rayburn.
Hostess: Mrs. William Hamilton
June 17.
Carnivals
Leader: Mrs. George W. Richards.
Open Discussion
Hostess: Mrs. Alice Wheeler.
July 15.
Annual Picnic
Hostess: Mrs. George W. Richards
Program by members of Our Union from Westfield
Leader: Miss Nellie Lincoln.
August 19.
Annual meeting: Election of Officers.
Reports of Officers and Superintendents of Departments.
Congregational Church.
September 16
Medical Temperance
Leader: Miss Esther Squire.
Hostess: mrs. George B. McGuin.
Octber 21.
Report of State Convention.
Delegates
Hostess: Mrs. C.E. humphrey.
November 18.
Social Morality.
Leader: Mrs. E.M. Kearney
Hostess: Mrs. Ella Brownell
December 16.
progress of Prohibition - World, National, Local.
Leader: Prof. E.B.T. Spencer
Hostess: Mrs. C.S. George"
iwai,5319,hidden,"Our Dec. 1928 meeting was held at Mrs. CS George
Mrs and M Kerney lead the devotionals, reading us the facts of the comming and birth of Christ
reports of the Instute were given, prizes for County schools for essies were allowed
[$5.00?] dollars were given the Good Fellows
A bill of $1.25 for bill of expence for barrel of fruit was allowed
Mrs CE Humphrey sang; he walks with me in sacred song
Mrs ""[Coe?]"" gave Christmass selection
Mrs G D Alden gave well prepared paper on temperance as a success. today we ""[ajorned?]"" with our prair
Comitty for program
Mrs Jennie Bailey
Mrs T S Masson
Mrs ""[Mcllrath?]""
Mrs EE Harris talked on the dope habit
blotters were provided for the comming year for the schools.
1930 Program of the Woman's Christian Temperance Union
Grinnell, Iowa
Meetings
Third Tuesday of Every Month
""For God and Home and Every Land"""
iwai,5318,hidden,"Mrs. S.A. martin was to be made life member
Sep 17
Meeting was held a tthe house of Mrs. E. M. Kerney  Mrs. Kerney gave a splendid talk the enforcing of our laws and how much better conditions are since the 18 Amendment
Delegates for the State Convention were apointed
Mrs. Gorman
Mrs. H. Russel
Mrs John Lincoln
It was voted and carried that we invite the State Convention to come to Grinnell the coming year
Oct 15
Our regular meeting was held at the home of J B Hersel
Mrs Robert Lincoln provided
Mrs MC Ruth lead the devotionals stressing how the things we learn when we are children always stay with us and stressed the importence of learning the scriptures to our children that they comit them to memory
A bill of ""[165?]"" was allowed for expence for delegates to the state convention It was voted and carried that the ""[peace?]"" essays and posters are to be provided as usual
Mrs E.M. Kerney was elected press agent
Miss Jennie Barley was apointed ""[assister?]"" in law enforcement
Mrs Gorman and Mrs Robert Lincoln gave reports of Convention
It was voted that a letter of courage on behalf of peace and Prohibition be sent Sen Smith Brookhart and that a letter of the same be sent President Herbert Hoover
Nov 19
Our regular meeting was held at the home of Mrs J C Lincoln
Mrs ""[Will?]"" Hamilton had charge of devotional
Mrs. E E Farris spoke to us on the Dope evil"
iwai,5317,hidden,"Mrs Humphry sang for us a very comforting song of the precious promises of life eternal
Diner court was elected for county convention
Mrs John Ewens
Mrs Gorman
Mrs Mitchel
for entertaining
Mrs Alden and Mrs Fleener
June
the county convention was held at the [Me?] Church in Grinnell. Mr [Talbot?] was a very interesting speaker [suf?] Law inforcement it was a very profitable all day session. dinner was served in the church bacement
July
The WCTU meet at Mrs. GW Richards for our annual picnic about 60 were preasent
The meeting was begun with our regular devotional. Mrs. Sincox had charge. West field members had charge of program
A very profitable little play was presented (so is your Aunt Anna) and music and songs which we all enjoyed
A [illegible] [comity?] was apointed for officer for the following year
Mrs Jennie Barley
Mrs Wattand
Mrs Philips
The pinning of the white ribon bows on the new mimbers that were present was observed
Aug 21
Aug 21 Meeting was held at UP Church
Mrs Robert [Lincoln?] provided
Mrs Stanley had the devotionals 
reports frome the diferent departments was given
The following officers were elected
Pres Mrs Robert [Lincoln?]
vice Pres Mrs GD Alden
sec Mrs Herbert. [O?] Shaw"
iwai,5316,hidden,"Mrs Conard gave a report of the Peace Treaty prizes.
Plans for a bake sale on April 13 were made.
Mrs John Evens was made commander in chief.
1st ward solicitors Mrs Ewens and Alexander
2      ""         ""          Mrs Wattand and Richards
3      ""         ""          Mrs Hess and McGuin
4      ""         ""          Mrs Stokes and Stoaks
a bill for flowers was allowed
a note of thanks from Mrs Dow was read
This was followed by some informal discussions on the comming election 
The meeting closed with the usual benediction
Mrs John Lincoln (Sr partner)
April 16
Meeting was held April 16 at the home of Mrs P. A. Madil
Mrs G. W. Richards was the leader took saboth observed for the subject
Mrs s.a. Martin lead the devotional
The president was apointed to select a comity to visit our schools
a comity was elected
Davis School  Mrs H Russel
Cooper  ""   Mrs Jennie Bailey Mrs Wattand
Parker   ""   Mrs (Hudunt) Mrs Madill
Central   ""   Mrs Richards Mrs Lincox
May 2
Our regular meeting was held at the home Mrs (Aldens)
Our Pre Mrs Robert Lincoln prosided
Mrs Wil Hamilton lead the devotionals stressing the solid foundations we have in Christ our mighty saviour that we stand through the storm like a great oak tree
A vote of (sevothy) was voted to be sent 
Mrs Delma Anger
Treasurer report read reporting 55,00 in (trea)
Mrs Hess gave report of flowers
Dr E E Harris talked to us on training children or rather parents showing that a child at 3 month was a quite old boy when he could demand the (corse) of his habits of eating."
iwai,5314,hidden,"Year Miss Jennie Bailey
Mrs. B.W. ""[Survey?]""
Mrs Walter ""[Nerty?]""
Mrs. L Stokes had charge of the program
Officers.
President - Mrs. Robert L
First Vice President - Mrs. G.D. 
Second Vice President - Mrs. William Ha
Third Vice President - Mrs. Ed B
Fourth Vice President - Mrs. Grover S
Fifth Vice President - Mrs. Effie
Sixth Vice President - Mrs. J.S.
Secretary - Mrs. herbert
Treasurer - Mrs. John C. 
Jan 16 1929
Our regular meeting was held at Mrs Robert Lincoln celebrating the victory of the 18 amendment.
The other members had charge of the first program
Mr Robert Lincoln lead the devotional stressing the 18 amendment was a monument of the labor of the drys and temperance people
Mr Henry Lincoln spok of the early election day and the temperance cause in thoes early days
Reveren H. C. Rise sang 2 selections stressing sacred ladership
Mr H. B. Bump talked on how enforcement 200 was allowed the Francis Willard found a missionary offering was taken a drive membership campain"
